DOI,gate,error,code,state,fidelity,ion,noise,measurement,spin,photon,interaction,entanglement,field,trap,quantum computer,circuit,phase,fault,control,algorithm,information,protocol,scheme,laser,frequency,dynamic,quantum computing,transition,mode,hardware,simulation,number,crosstalk,crystal,detection,optimization,device,architecture,quantum processor,platform,trapped ion,parameter,rate,scale,array,qudit,datum
10.1103/PhysRevA.110.033116,2.58,0.0,0.0,0.62,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,8.45,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1674-1056/ad8a49,0.64,0.0,0.0,0.62,1.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,7.27,1.53,0.48,0.0,0.0,4.83,2.27,0.0,0.0
10.1103/PhysRevA.109.032412,1.29,0.0,0.0,0.62,0.0,0.0,0.0,1.46,0.0,0.0,1.73,9.85,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1367-2630/ad19f9,3.87,0.0,0.0,1.24,2.0,0.0,0.0,0.0,11.38,0.0,0.0,8.21,8.45,0.0,0.0,0.0,1.71,0.0,4.83,0.0,0.0,0.0,1.67,2.93,1.63,0.0,0.0,2.03,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
10.1063/5.0204413,0.0,0.95,0.0,1.86,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,6.76,6.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,0.0,1.39,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,1.82,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41567-023-02346-3,0.64,0.0,0.0,3.1,0.0,0.36,0.0,1.46,0.0,0.0,1.73,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,1.69,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.48,0.0,0.0,0.0,6.82,0.0,0.0
10.1016/j.ijms.2024.117217,0.0,0.0,0.0,0.0,0.0,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,7.76,0.0,0.0,0.0,0.0,1.56,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/2058-9565/ad1f3b,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.18,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,1.39,0.0,0.0,0.0,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevX.14.041028,3.22,0.0,0.0,0.0,0.0,1.43,0.0,1.46,0.0,0.0,0.0,0.0,0.0,4.97,0.0,0.0,3.42,0.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,1.96,0.0,3.13,0.0,12.36,0.0,0.0,1.98,4.11,1.82,0.0,0.48,0.0,1.96,0.0,4.54,0.0,0.0
10.1364/OPTICA.512155,2.58,0.95,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,2.16,1.61,0.0,0.0,0.0,0.0,1.46,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,1.98,0.0,0.0,1.53,0.48,0.0,3.92,1.61,4.54,0.0,0.0
10.1103/PRXQuantum.5.030322,0.0,1.9,11.67,0.0,0.0,0.36,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.63,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,1.39,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,4.11,0.0,7.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1016/j.cplett.2023.140975,0.0,1.9,0.0,0.62,0.0,0.36,0.0,1.46,5.69,0.0,0.0,0.0,0.0,0.0,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41467-023-44220-z,0.0,0.0,0.0,0.0,0.0,4.28,0.0,0.0,0.0,11.26,0.0,6.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.03,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41567-023-02282-2,1.29,3.79,14.01,0.62,2.0,1.43,1.78,2.93,0.0,0.0,0.0,0.0,0.0,0.0,4.38,8.7,0.0,6.47,0.0,2.03,0.0,1.69,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41534-024-00914-w,0.0,0.0,0.0,0.0,0.0,0.36,1.78,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68
10.1103/PhysRevLett.133.010403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.110.L010601,2.58,2.84,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,1.69,1.66,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,1.67,2.93,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevApplied.22.024001,1.29,2.84,0.0,0.62,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,5.12,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1063/5.0177638,5.8,1.9,0.0,0.0,0.0,0.36,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,4.06,0.0,0.0,0.0,0.0,18.74,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41467-024-47882-5,0.64,0.0,0.0,0.62,0.0,3.57,0.0,1.46,0.0,1.88,0.0,0.0,0.0,3.31,1.1,0.0,0.0,0.0,1.61,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,4.06,0.0,0.0,0.0,1.56,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.110.032416,2.58,6.64,0.0,1.24,0.0,1.07,10.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,1.56,0.0,0.0,0.0,4.73,5.95,2.05,0.0,0.0,0.0,1.88,0.0,1.61,0.0,0.0,0.0
10.1103/PhysRevA.110.062618,1.93,0.0,0.0,0.0,1.0,1.07,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,1.71,0.0,1.61,0.0,0.0,0.0,0.0,1.46,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s42005-024-01691-w,0.0,0.95,0.0,1.86,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,0.0,0.0,1.94,0.0,0.0,0.0,0.0,3.13,1.56,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.95,1.88,0.0,0.0,0.0,0.0,0.0
10.1088/2058-9565/ad6eb2,0.0,0.95,0.0,0.62,0.0,1.43,0.0,2.93,0.0,1.88,0.0,0.0,0.0,3.31,0.0,0.0,0.0,0.0,0.0,2.03,0.0,1.69,0.0,0.0,0.0,0.0,2.77,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.48,5.63,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.110.062413,0.0,0.0,11.67,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,1.45,0.0,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.109.032614,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.59,0.0,1.73,4.92,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,1.44,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.133.173201,2.58,0.0,0.0,0.0,1.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,7.42,0.0,0.0,0.0,0.0,0.0,1.53,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.109.184518,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,1.9,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,4.31,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,4.16,0.0,7.67,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1126/sciadv.ado9024,3.87,5.69,11.67,1.24,0.0,0.36,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,1.1,4.35,0.0,10.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0
10.1088/0256-307X/41/6/060301,0.64,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.109.022620,1.29,0.95,0.0,0.0,0.0,1.07,5.34,0.0,0.0,0.0,0.0,0.0,10.14,0.0,0.0,2.9,0.0,0.0,3.22,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,2.03,1.92,0.0,0.0,1.56,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,10.11,0.0
10.1103/PRXQuantum.5.030326,1.29,2.84,7.0,0.0,1.0,0.36,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,4.31,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,1.61,0.0,0.0,5.35
10.1103/PhysRevApplied.22.034021,2.58,3.79,4.67,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,10.79,1.61,0.0,0.0,3.38,1.67,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,16.06,0.0,0.0,4.73,0.0,0.0,0.0,0.0,0.48,0.0,0.0,1.61,2.27,0.0,0.0
10.1088/2058-9565/ad3f43,0.0,0.0,0.0,0.0,0.0,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.26,1.1,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,1.63,1.94,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,4.54,0.0,0.0
10.1038/s41534-024-00866-1,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,4.06,0.0,0.0,0.0,0.0,1.63,1.94,0.0,0.0,0.0,1.96,7.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,1.61,0.0,0.0,0.0
10.1088/2058-9565/acfc62,0.64,0.0,0.0,0.62,3.99,0.36,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,2.9,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.109.042205,0.0,0.0,0.0,0.62,0.0,0.71,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0
10.1021/jacs.4c07670,0.0,0.0,0.0,0.62,0.0,1.43,0.0,1.46,0.0,0.0,0.0,0.0,0.0,4.97,2.19,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,1.63,9.7,2.77,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevX.14.041017,2.58,0.95,0.0,0.0,2.0,2.85,0.0,1.46,0.0,0.0,0.0,0.0,0.0,3.31,0.0,0.0,0.0,2.16,1.61,0.0,0.0,1.69,0.0,0.0,1.63,0.0,4.16,0.0,1.92,0.0,0.0,1.56,2.68,9.89,0.0,0.0,0.0,6.16,0.0,1.53,0.0,0.0,1.96,3.22,0.0,0.0,0.0
10.1103/PhysRevA.109.062438,6.44,2.84,14.01,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,4.35,0.0,6.47,0.0,4.06,5.75,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.133.113204,0.0,0.0,0.0,1.24,0.0,2.5,0.0,0.0,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,2.93,0.0,0.0,1.39,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,3.22,0.0,0.0,0.0
10.1038/s41586-023-06934-4,0.0,0.0,0.0,3.1,2.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.45,0.0,2.16,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.110.L040402,0.0,0.0,0.0,0.62,3.99,1.07,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.133.050602,0.0,0.95,0.0,3.72,2.99,0.0,0.0,0.0,1.9,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0,1.44,0.0,0.0,1.46,0.0,0.0,0.0,0.0,1.92,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
10.1109/JLT.2023.3319692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1126/science.adp6016,1.29,0.0,4.67,0.62,2.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,4.35,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0
10.1038/s41534-024-00805-0,0.0,0.95,0.0,2.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1126/sciadv.ads8011,0.0,0.0,0.0,0.62,0.0,0.71,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.82,0.0,0.0,0.0,0.0,1.56,1.56,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0
10.1103/PhysRevApplied.22.054037,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2.9,0.0,0.0,0.0,8.12,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.57,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41598-024-53720-x,1.29,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1
10.1126/sciadv.adm6761,0.0,0.95,0.0,0.62,0.0,0.36,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,10.15,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,2.47,7.1,0.0,0.0,0.0,0.0,0.0,1.88,0.0,3.22,0.0,0.0,0.0
10.1364/OE.539976,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,3.75,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.133.180601,1.29,0.95,7.0,1.24,2.99,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.45,0.0,2.16,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1367-2630/ad1a28,0.0,0.0,0.0,1.86,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,1.44,0.0,0.0,0.0,0.0,3.88,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41598-024-69077-0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.45,1.71,0.0,0.0,8.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.44,0.0,0.0,0.0
10.1103/PRXQuantum.5.020345,3.87,1.9,21.01,3.1,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0.0,0.0,0.0,8.45,0.0,0.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0
